Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
2,0,Boneyard Mycodrax,Commander 2020,40,Near Mint,English,,,,,,,,$0.00 
1,0,Boon of the Wish-Giver,Ikoria: Lair of Behemoths,43,Near Mint,English,,,,,,,,$0.00 
1,0,Borderland Ranger,Avacyn Restored,169,Near Mint,English,,,,,,,,$0.00 
1,0,Boreal Outrider,Kaldheim,163,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Challenger,The List,201,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Challenger,Guilds of Ravnica,156,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Charm,Commander Legends,442,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Garrison,Commander 2019,233,Near Mint,English,,,,,,,,$0.00 
2,0,Boros Garrison,Commander 2020,260,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Garrison,Zendikar Rising Commander,122,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Guildgate,Zendikar Rising Commander,123,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Guildgate,Commander Legends,478,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Guildgate,Gatecrash,239,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Guildgate,Guilds of Ravnica,244,Near Mint,English,,,,,,,,$0.00 
2,0,Boros Locket,Guilds of Ravnica,231,Near Mint,English,,,,,,,,$0.00 
2,0,Boros Signet,Commander 2020,239,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Signet,Commander Legends,459,Near Mint,English,,,,,,,,$0.00 
1,0,Boros Signet,Ravnica: City of Guilds,255,Near Mint,English,,,,,,,,$0.00 
1,0,Borrowed Grace,Mystery Booster,40,Near Mint,English,,,,,,,,$0.00 
1,0,Boulder Salvo,Oath of the Gatewatch,102,Near Mint,English,,,,,,,,$0.00 
1,0,Bound in Gold,Kaldheim,5,Near Mint,English,,,,,,,,$0.00 
1,0,Bountiful Harvest,Magic 2013,163,Near Mint,English,,,,,,,,$0.00 
1,0,Bounty Agent,Commander 2020,78,Near Mint,English,,,,,,,,$0.00 
1,0,Brain in a Jar,Shadows over Innistrad,252,Near Mint,English,,,,,,,,$0.00 
1,0,Brainstorm,Mystery Booster,301,Near Mint,English,,,,,,,,$0.00 
1,0,Brainstorm,Double Masters,44,Near Mint,English,,,,,,,,$0.00 
1,0,"Brallin, Skyshark Rider",Commander 2020,4,Near Mint,English,foil,,,,,,,$0.00 
1,0,Brash Taunter,Core Set 2021,133,Near Mint,English,,,,,,,,$0.00 
1,0,Brass Herald,Commander Legends,301,Near Mint,English,,,,,,,,$0.00 
1,0,Brass Squire,Commander Legends,460,Near Mint,English,,,,,,,,$0.00 
2,0,Brazen Freebooter,Commander Legends,164,Near Mint,English,,,,,,,,$0.00 
1,0,Breakneck Berserker,Kaldheim,124,Near Mint,English,,,,,,,,$0.00 
2,0,"Breeches, Brazen Plunderer",Commander Legends,165,Near Mint,English,,,,,,,,$0.00 
2,0,Briarblade Adept,Commander Legends,111,Near Mint,English,,,,,,,,$0.00 
2,0,Brightclimb Pathway // Grimclimb Pathway,Zendikar Rising,259,Near Mint,English,,,,,,,,$0.00 
2,0,Brightwood Tracker,Core Set 2020,166,Near Mint,English,,,,,,,,$0.00 
1,0,Brimstone Volley,Double Masters,120,Near Mint,English,,,,,,,,$0.00 
2,0,Brinebarrow Intruder,Kaldheim,49,Near Mint,English,,,,,,,,$0.00 
1,0,Brineborn Cutthroat,Core Set 2020,50,Near Mint,English,,,,,,,,$0.00 
1,0,"Brinelin, the Moon Kraken",Commander Legends,60,Near Mint,English,,,,,,,,$0.00 
1,0,Bring Low,Mystery Booster,875,Near Mint,English,,,,,,,,$0.00 
1,0,Broken Bond,Dominaria,157,Near Mint,English,,,,,,,,$0.00 
1,0,Broken Wings,Zendikar Rising,181,Near Mint,English,,,,,,,,$0.00 
1,0,Broken Wings,Kaldheim,164,Near Mint,English,,,,,,,,$0.00 
2,0,Bronze Sword,Theros Beyond Death,232,Near Mint,English,,,,,,,,$0.00 
1,0,Bronzehide Lion,Theros Beyond Death,210,Near Mint,English,,,,,,,,$0.00 
1,0,"Brudiclad, Telchor Engineer",Double Masters,193,Near Mint,English,,,,,,,,$0.00 
1,0,Brushfire Elemental,Zendikar Rising,221,Near Mint,English,,,,,,,,$0.00 
1,0,Buried Ruin,Magic 2012,224,Near Mint,English,,,,,,,,$0.00 
2,0,Burlfist Oak,Core Set 2021,174,Near Mint,English,,,,,,,,$0.00 
1,0,Burn Bright,Core Set 2021,134,Near Mint,English,,,,,,,,$0.00 
2,0,Burning Anger,Commander Legends,166,Near Mint,English,,,,,,,,$0.00 
1,0,Burning Earth,Magic 2014 Core Set,130,Near Mint,English,,,,,,,,$0.00 
1,0,Burning-Tree Vandal,Ravnica Allegiance,94,Near Mint,English,,,,,,,,$0.00 
2,0,Burning-Yard Trainer,Throne of Eldraine,117,Near Mint,English,,,,,,,,$0.00 
1,0,Burnished Hart,Commander 2014,232,Near Mint,English,,,,,,,,$0.00 
2,0,Burnished Hart,Commander Legends,302,Near Mint,English,,,,,,,,$0.00 
1,0,Burnished Hart,Theros,213,Near Mint,English,,,,,,,,$0.00 
2,0,Burst of Strength,Gatecrash,115,Near Mint,English,,,,,,,,$0.00 
2,0,Bushmeat Poacher,Ikoria: Lair of Behemoths,77,Near Mint,English,,,,,,,,$0.00 
2,0,Cage of Hands,Commander Legends,14,Near Mint,English,,,,,,,,$0.00 
1,0,Caged Zombie,Core Set 2021,91,Near Mint,English,,,,,,,,$0.00 
1,0,Cairn Wanderer,Commander 2020,130,Near Mint,English,,,,,,,,$0.00 
1,0,Calamity Bearer,Kaldheim,125,Near Mint,English,,,,,,,,$0.00 
1,0,Call of the Death-Dweller,Ikoria: Lair of Behemoths,78,Near Mint,English,,,,,,,,$0.00 
1,0,Call the Coppercoats,Commander 2020,23,Near Mint,English,,,,,,,,$0.00 
1,0,"Callaphe, Beloved of the Sea",Theros Beyond Death,45,Near Mint,English,,,,,,,,$0.00 
1,0,Callous Dismissal,War of the Spark,44,Near Mint,English,,,,,,,,$0.00 
1,0,Cancel,Core Set 2021,46,Near Mint,English,,,,,,,,$0.00 
1,0,Candlelight Vigil,Guilds of Ravnica,3,Near Mint,English,,,,,,,,$0.00 
1,0,Canopy Baloth,Zendikar Rising,182,Near Mint,English,,,,,,,,$0.00 
1,0,Canyon Jerboa,Zendikar Rising,7,Near Mint,English,,,,,,,,$0.00 
1,0,Capricopian,Commander 2020,58,Near Mint,English,,,,,,,,$0.00 
1,0,Captain Vargus Wrath,Commander Legends,273,Near Mint,English,,,,,,,,$0.00 
2,0,Captain's Call,Commander Legends,15,Near Mint,English,,,,,,,,$0.00 
1,0,Captain's Claws,Oath of the Gatewatch,162,Near Mint,English,,,,,,,,$0.00 
1,0,Captivating Crew,Commander 2020,144,Near Mint,English,,,,,,,,$0.00 
1,0,Captivating Unicorn,Theros Beyond Death,6,Near Mint,English,,,,,,,,$0.00 
1,0,Capture Sphere,Ikoria: Lair of Behemoths,44,Near Mint,English,,,,,,,,$0.00 
2,0,Capture Sphere,Core Set 2021,47,Near Mint,English,,,,,,,,$0.00 
1,0,Careful Consideration,Time Spiral Remastered,56,Near Mint,English,,,,,,,,$0.00 
1,0,Careless Celebrant,Theros Beyond Death,129,Near Mint,English,,,,,,,,$0.00 
1,0,Carrion Grub,Core Set 2021,92,Near Mint,English,foil,,,,,,,$0.00 
1,0,Carrion Grub,Core Set 2021,92,Near Mint,English,,,,,,,,$0.00 
1,0,Carrion Imp,Ravnica Allegiance,66,Near Mint,English,,,,,,,,$0.00 
1,0,Cartographer's Hawk,Commander 2020,24,Near Mint,English,,,,,,,,$0.00 
1,0,Cartouche of Knowledge,Amonkhet,45,Near Mint,English,,,,,,,,$0.00 
1,0,Cartouche of Solidarity,Amonkhet,7,Near Mint,English,,,,,,,,$0.00 
1,0,Cast Down,Double Masters,79,Near Mint,English,,,,,,,,$0.00 
2,0,Cast Down,Commander Legends,112,Near Mint,English,,,,,,,,$0.00 
1,0,Cast into Darkness,Journey into Nyx,63,Near Mint,English,,,,,,,,$0.00 
1,0,Cast Out,Commander 2020,79,Near Mint,English,,,,,,,,$0.00 
1,0,Castle Locthwain,Throne of Eldraine,241,Near Mint,English,,,,,,,,$0.00 
1,0,Cataclysmic Gearhulk,Commander 2020,80,Near Mint,English,,,,,,,,$0.00 
1,0,Catacomb Crocodile,Ravnica Allegiance,67,Near Mint,English,,,,,,,,$0.00 
1,0,Catacomb Slug,Return to Ravnica,58,Near Mint,English,,,,,,,,$0.00 
1,0,Cathars' Crusade,Jumpstart,95,Near Mint,English,,,,,,,,$0.00 
1,0,Cathartic Reunion,Double Masters,121,Near Mint,English,,,,,,,,$0.00 
1,0,Cathartic Reunion,Kaladesh,109,Near Mint,English,,,,,,,,$0.00 
1,0,Cathartic Reunion,Ikoria: Lair of Behemoths,110,Near Mint,English,,,,,,,,$0.00 
1,0,Cathodion,Double Masters,237,Near Mint,English,,,,,,,,$0.00 
1,0,Cauldron's Gift,Throne of Eldraine,83,Near Mint,English,,,,,,,,$0.00 
1,0,Cavalcade of Calamity,Ravnica Allegiance,95,Near Mint,English,,,,,,,,$0.00 
1,0,Cavalry Pegasus,Commander 2020,81,Near Mint,English,,,,,,,,$0.00 
2,0,Cavern Whisperer,Ikoria: Lair of Behemoths,79,Near Mint,English,,,,,,,,$0.00 
1,0,Cavern Whisperer,Ikoria: Lair of Behemoths,287,Near Mint,English,,,,,,,,$0.00 
1,0,Caves of Koilos,Commander 2020,262,Near Mint,English,,,,,,,,$0.00 
1,0,"Cazur, Ruthless Stalker",Commander 2020,5,Near Mint,English,foil,,,,,,,$0.00 
1,0,Celestial Enforcer,Core Set 2021,11,Near Mint,English,,,,,,,,$0.00 
1,0,Centaur Courser,Magic 2013,164,Near Mint,English,,,,,,,,$0.00 
4,0,Centaur Healer,Return to Ravnica,148,Near Mint,English,,,,,,,,$0.00 
1,0,Centaur's Herald,Return to Ravnica,118,Near Mint,English,,,,,,,,$0.00 
1,0,Chain Reaction,Commander 2015,144,Near Mint,English,,,,,,,,$0.00 
2,0,Chain to Memory,Theros Beyond Death,46,Near Mint,English,,,,,,,,$0.00 
1,0,Chakram Retriever,Battlebond,15,Near Mint,English,,,,,,,,$0.00 
1,0,Champion of the Flame,Commander Legends,167,Near Mint,English,foil,,,,,,,$0.00 
2,0,Champion of the Flame,Commander Legends,167,Near Mint,English,,,,,,,,$0.00 
2,0,Chancellor of the Forge,New Phyrexia,81,Near Mint,English,,,,,,,,$0.00 
2,0,Chandra's Embercat,Core Set 2020,129,Near Mint,English,,,,,,,,$0.00 
1,0,Chandra's Fury,Magic 2013,124,Near Mint,English,,,,,,,,$0.00 
1,0,Chandra's Incinerator,Core Set 2021,136,Near Mint,English,,,,,,,,$0.00 
1,0,Chandra's Magmutt,Core Set 2021,137,Near Mint,English,,,,,,,,$0.00 
2,0,Chandra's Magmutt,Core Set 2021,303,Near Mint,English,,,,,,,,$0.00 
1,0,Chandra's Pyreling,Core Set 2021,138,Near Mint,English,,,,,,,,$0.00 
1,0,Chandra's Regulator,Core Set 2020,131,Near Mint,English,,,,,,,,$0.00 
2,0,"Chandra, Fire Artisan",War of the Spark,119,Near Mint,English,,,,,,,,$0.00 
1,0,"Chandra, Flamecaller",Commander 2020,145,Near Mint,English,,,,,,,,$0.00 
1,0,"Chandra, Novice Pyromancer",Core Set 2020,128,Near Mint,English,,,,,,,,$0.00 
1,0,Changeling Outcast,Zendikar Rising Commander,40,Near Mint,English,,,,,,,,$0.00 
1,0,Channeled Force,Ikoria: Lair of Behemoths,180,Near Mint,English,,,,,,,,$0.00 
1,0,Chaos Warp,Commander 2019,136,Near Mint,English,,,,,,,,$0.00 
1,0,Chaos Warp,Commander 2020,146,Near Mint,English,,,,,,,,$0.00 
3,0,Charcoal Diamond,Commander Legends,303,Near Mint,English,,,,,,,,$0.00 
2,0,Charge of the Forever-Beast,Ikoria: Lair of Behemoths,147,Near Mint,English,,,,,,,,$0.00 
1,0,Charmbreaker Devils,Commander 2020,147,Near Mint,English,,,,,,,,$0.00 
1,0,Charmed Sleep,Throne of Eldraine,40,Near Mint,English,,,,,,,,$0.00 
1,0,Charming Prince,Throne of Eldraine,8,Near Mint,English,,,,,,,,$0.00 
1,0,Chatter of the Squirrel,Double Masters,157,Near Mint,English,foil,,,,,,,$0.00 
1,0,Checkpoint Officer,Ikoria: Lair of Behemoths,5,Near Mint,English,,,,,,,,$0.00 
1,0,Chemister's Insight,Commander 2020,108,Near Mint,English,,,,,,,,$0.00 
1,0,Chemister's Insight,Guilds of Ravnica,32,Near Mint,English,,,,,,,,$0.00 
2,0,Chemister's Trick,Return to Ravnica,149,Near Mint,English,,,,,,,,$0.00 
1,0,Chief of the Foundry,Double Masters,238,Near Mint,English,foil,,,,,,,$0.00 
1,0,Chillerpillar,Modern Horizons,43,Near Mint,English,,,,,,,,$0.00 
2,0,Chilling Trap,Zendikar Rising,50,Near Mint,English,,,,,,,,$0.00 
1,0,Chittering Harvester,Ikoria: Lair of Behemoths,80,Near Mint,English,,,,,,,,$0.00 
2,0,Chorus of Might,Return to Ravnica,119,Near Mint,English,,,,,,,,$0.00 
1,0,Chorus of the Tides,Born of the Gods,33,Near Mint,English,,,,,,,,$0.00 
1,0,Chromatic Star,Double Masters,239,Near Mint,English,foil,,,,,,,$0.00 
1,0,Chromatic Star,Double Masters,239,Near Mint,English,,,,,,,,$0.00 
1,0,Chromatic Star,Time Spiral Remastered,263,Near Mint,English,,,,,,,,$0.00 
2,0,Chrome Replicator,Core Set 2021,229,Near Mint,English,,,,,,,,$0.00 
1,0,Chronic Flooding,Return to Ravnica,32,Near Mint,English,,,,,,,,$0.00 
1,0,"Chulane, Teller of Tales",Throne of Eldraine,326,Near Mint,English,foil,,,,,,,$0.00 
1,0,Cinder Glade,Commander 2020,263,Near Mint,English,,,,,,,,$0.00 
1,0,Cinderheart Giant,Kaldheim,126,Near Mint,English,,,,,,,,$0.00 
1,0,Circle of Flame,Magic 2012,127,Near Mint,English,foil,,,,,,,$0.00 
1,0,Circuitous Route,Zendikar Rising Commander,62,Near Mint,English,,,,,,,,$0.00 
1,0,Circuitous Route,Guilds of Ravnica,125,Near Mint,English,,,,,,,,$0.00 
1,0,Citanul Woodreaders,Time Spiral Remastered,199,Near Mint,English,,,,,,,,$0.00 
1,0,Citywatch Sphinx,Guilds of Ravnica,33,Near Mint,English,,,,,,,,$0.00 
1,0,Citywide Bust,Commander 2020,82,Near Mint,English,,,,,,,,$0.00 
3,0,Claim the Firstborn,Throne of Eldraine,118,Near Mint,English,,,,,,,,$0.00 
1,0,Clamor Shaman,Ravnica Allegiance,96,Near Mint,English,,,,,,,,$0.00 
1,0,Clash of Titans,Ikoria: Lair of Behemoths,111,Near Mint,English,,,,,,,,$0.00 
1,0,Cleansing Nova,Commander 2020,83,Near Mint,English,,,,,,,,$0.00 
1,0,Cleansing Wildfire,Zendikar Rising,137,Near Mint,English,,,,,,,,$0.00 
1,0,Clear the Mind,Ravnica Allegiance,34,Near Mint,English,,,,,,,,$0.00 
1,0,Cleric of Chill Depths,Zendikar Rising,51,Near Mint,English,,,,,,,,$0.00 
1,0,Cliffhaven Kitesail,Zendikar Rising,243,Near Mint,English,,,,,,,,$0.00 
2,0,Cliffhaven Sell-Sword,Zendikar Rising,8,Near Mint,English,,,,,,,,$0.00 
1,0,Cliffside Lookout,Mystery Booster,56,Near Mint,English,,,,,,,,$0.00 
2,0,Clinging Anemones,Gatecrash,31,Near Mint,English,,,,,,,,$0.00 
1,0,Clone Shell,Scars of Mirrodin,143,Near Mint,English,,,,,,,,$0.00 
1,0,Cloud of Faeries,Urza's Legacy,29,Near Mint,English,,,,,,,,$0.00 
2,0,Cloudfin Raptor,Gatecrash,32,Near Mint,English,,,,,,,,$0.00 
2,0,Cloudkin Seer,Core Set 2020,54,Near Mint,English,,,,,,,,$0.00 
1,0,Cloudreader Sphinx,Double Masters,45,Near Mint,English,,,,,,,,$0.00 
1,0,Cloudshift,Masters 25,7,Near Mint,English,,,,,,,,$0.00 
1,0,Cloudshredder Sliver,Modern Horizons,195,Near Mint,English,,,,,,,,$0.00 
1,0,Coal Stoker,Time Spiral Remastered,159,Near Mint,English,,,,,,,,$0.00 
1,0,Coastline Marauders,Commander Legends,168,Near Mint,English,,,,,,,,$0.00 
1,0,Cobblebrute,Return to Ravnica,91,Near Mint,English,,,,,,,,$0.00 
1,0,Codespell Cleric,Kaldheim,7,Near Mint,English,,,,,,,,$0.00 
1,0,Codex Shredder,Commander Legends,304,Near Mint,English,,,,,,,,$0.00 
1,0,Coercive Recruiter,Commander Legends,169,Near Mint,English,,,,,,,,$0.00 
1,0,Coiling Oracle,Commander Legends,443,Near Mint,English,,,,,,,,$0.00 
1,0,Cold-Eyed Selkie,Commander 2020,204,Near Mint,English,,,,,,,,$0.00 
1,0,"Colfenor, the Last Yew",Commander Legends,274,Near Mint,English,,,,,,,,$0.00 
1,0,Colossal Dreadmaw,Core Set 2019,172,Near Mint,English,,,,,,,,$0.00 
1,0,Colossal Dreadmaw,Core Set 2021,176,Near Mint,English,,,,,,,,$0.00 
2,0,Colossal Plow,Kaldheim,236,Near Mint,English,,,,,,,,$0.00 
1,0,Comet Storm,Commander Anthology,79,Near Mint,English,,,,,,,,$0.00 
1,0,Comet Storm,Commander 2020,148,Near Mint,English,,,,,,,,$0.00 
1,0,Comet Storm,Commander Legends,411,Near Mint,English,,,,,,,,$0.00 
1,0,Command Beacon,Commander Legends,349,Near Mint,English,,,,,,,,$0.00 
1,0,Command Tower,Commander 2019,237,Near Mint,English,,,,,,,,$0.00 
6,0,Command Tower,Commander 2020,264,Near Mint,English,,,,,,,,$0.00 
2,0,Command Tower,Zendikar Rising Commander,124,Near Mint,English,,,,,,,,$0.00 
3,0,Command Tower,Commander Legends,350,Near Mint,English,,,,,,,,$0.00 
2,0,Command Tower,Commander Legends,479,Near Mint,English,,,,,,,,$0.00 
1,0,Commander's Sphere,Commander 2014,54,Near Mint,English,,,,,,,,$0.00 
4,0,Commander's Sphere,Commander 2020,240,Near Mint,English,,,,,,,,$0.00 
1,0,Commander's Sphere,Zendikar Rising Commander,109,Near Mint,English,,,,,,,,$0.00 
3,0,Commander's Sphere,Commander Legends,306,Near Mint,English,,,,,,,,$0.00 
1,0,Commanding Presence,Theros Beyond Death,7,Near Mint,English,,,,,,,,$0.00 
4,0,Common Bond,Return to Ravnica,151,Near Mint,English,,,,,,,,$0.00 
1,0,Commune with Lava,Commander 2020,149,Near Mint,English,,,,,,,,$0.00 
1,0,Commune with Lava,Dragons of Tarkir,131,Near Mint,English,,,,,,,,$0.00 
1,0,Compulsive Research,Commander Legends,394,Near Mint,English,,,,,,,,$0.00 
1,0,Conclave Mentor,Core Set 2021,216,Near Mint,English,,,,,,,,$0.00 
1,0,Concordia Pegasus,Return to Ravnica,8,Near Mint,English,,,,,,,,$0.00 
1,0,Concordia Pegasus,Core Set 2021,12,Near Mint,English,,,,,,,,$0.00 
1,0,Condemn,Zendikar Rising Commander,12,Near Mint,English,,,,,,,,$0.00 
1,0,Condemn,Commander Legends,369,Near Mint,English,,,,,,,,$0.00 
1,0,Confound,Planeshift,22,Near Mint,English,,,,,,,,$0.00 
1,0,Conjurer's Closet,Double Masters,243,Near Mint,English,,,,,,,,$0.00 
1,0,Conquering Manticore,Rise of the Eldrazi,139,Near Mint,English,,,,,,,,$0.00 
1,0,Consuming Aberration,Zendikar Rising Commander,89,Near Mint,English,,,,,,,,$0.00 
1,0,Contaminated Ground,Gatecrash,59,Near Mint,English,,,,,,,,$0.00 
1,0,Contentious Plan,War of the Spark,46,Near Mint,English,,,,,,,,$0.00 
1,0,Copperhorn Scout,Scars of Mirrodin,116,Near Mint,English,,,,,,,,$0.00 
1,0,Coral Atoll,Commander Legends,480,Near Mint,English,,,,,,,,$0.00 
1,0,Coral Trickster,Time Spiral Remastered,58,Near Mint,English,,,,,,,,$0.00 
2,0,Corpse Blockade,Gatecrash,60,Near Mint,English,,,,,,,,$0.00 
1,0,Corpse Churn,Commander Legends,113,Near Mint,English,,,,,,,,$0.00 
1,0,Corpse Churn,Ikoria: Lair of Behemoths,81,Near Mint,English,,,,,,,,$0.00 
1,0,Corridor Monitor,Double Masters,46,Near Mint,English,foil,,,,,,,$0.00 
1,0,Corridor Monitor,Throne of Eldraine,41,Near Mint,English,,,,,,,,$0.00 
1,0,"Cosima, God of the Voyage // The Omenkeel",Kaldheim,50,Near Mint,English,,,,,,,,$0.00 
1,0,Cosmotronic Wave,Guilds of Ravnica,95,Near Mint,English,,,,,,,,$0.00 
1,0,Costly Plunder,Double Masters,80,Near Mint,English,,,,,,,,$0.00 
1,0,Counterspell,Commander Legends,395,Near Mint,English,,,,,,,,$0.00 
2,0,Counterspell,Tempest,57,Near Mint,English,,,,,,,,$0.00 
1,0,Counterspell,Mercadian Masques,69,Played,English,,,,,,,,$0.00 
4,0,Coursers' Accord,Return to Ravnica,154,Near Mint,English,,,,,,,,$0.00 
1,0,Court of Ambition,Commander Legends,114,Near Mint,English,,,,,,,,$0.00 
1,0,Court of Cunning,Commander Legends,63,Near Mint,English,,,,,,,,$0.00 
1,0,Court of Ire,Commander Legends,170,Near Mint,English,,,,,,,,$0.00 
1,0,Court Street Denizen,Commander Legends,17,Near Mint,English,foil,,,,,,,$0.00 
2,0,Court Street Denizen,Gatecrash,8,Near Mint,English,,,,,,,,$0.00 
1,0,Coveted Prize,Zendikar Rising,95,Near Mint,English,,,,,,,,$0.00 
1,0,Crab Umbra,Rise of the Eldrazi,58,Near Mint,English,,,,,,,,$0.00 
1,0,Crackling Doom,Commander 2020,205,Near Mint,English,,,,,,,,$0.00 
1,0,Crackling Drake,Commander 2020,206,Near Mint,English,,,,,,,,$0.00 
1,0,Cradle of the Accursed,Amonkhet,241,Near Mint,English,,,,,,,,$0.00 
1,0,Crash Through,Hour of Devastation,88,Near Mint,English,,,,,,,,$0.00 
1,0,Crash Through,Core Set 2021,140,Near Mint,English,,,,,,,,$0.00 
1,0,Crashing Drawbridge,Throne of Eldraine,217,Near Mint,English,,,,,,,,$0.00 
1,0,Craven Hulk,Kaldheim,127,Near Mint,English,foil,,,,,,,$0.00 
1,0,Crawling Barrens,Zendikar Rising,262,Near Mint,English,,,,,,,,$0.00 
1,0,Creeping Trailblazer,Core Set 2020,207,Near Mint,English,,,,,,,,$0.00 
1,0,Cremate,Return to Ravnica,59,Near Mint,English,,,,,,,,$0.00 
1,0,Crib Swap,Double Masters,12,Near Mint,English,,,,,,,,$0.00 
1,0,Crimson Fleet Commodore,Commander Legends,171,Near Mint,English,,,,,,,,$0.00 
1,0,Crocanura,Gatecrash,116,Near Mint,English,,,,,,,,$0.00 
1,0,Crookclaw Transmuter,Jumpstart,145,Near Mint,English,,,,,,,,$0.00 
1,0,Crop Rotation,Commander 2020,169,Near Mint,English,,,,,,,,$0.00 
1,0,Crop Rotation,Double Masters,161,Near Mint,English,,,,,,,,$0.00 
1,0,Crosstown Courier,Return to Ravnica,34,Near Mint,English,,,,,,,,$0.00 
1,0,Crow of Dark Tidings,Commander Legends,115,Near Mint,English,foil,,,,,,,$0.00 
1,0,Crow of Dark Tidings,Commander Legends,115,Near Mint,English,,,,,,,,$0.00 
1,0,Crown-Hunter Hireling,Mystery Booster,895,Near Mint,English,,,,,,,,$0.00 
1,0,Crumbling Vestige,Oath of the Gatewatch,170,Near Mint,English,,,,,,,,$0.00 
2,0,Crusader of Odric,Double Masters,13,Near Mint,English,,,,,,,,$0.00 
1,0,Crush Contraband,Zendikar Rising Commander,13,Near Mint,English,,,,,,,,$0.00 
2,0,Crushing Canopy,Jumpstart,386,Near Mint,English,,,,,,,,$0.00 
1,0,Crushing Canopy,Guilds of Ravnica,126,Near Mint,English,,,,,,,,$0.00 
1,0,Crushing Vines,Double Masters,162,Near Mint,English,,,,,,,,$0.00 
1,0,Cry of the Carnarium,Ravnica Allegiance,70,Near Mint,English,,,,,,,,$0.00 
1,0,Crypt Lurker,Core Set 2021,93,Near Mint,English,,,,,,,,$0.00 
1,0,Cryptic Caves,Zendikar Rising Commander,125,Near Mint,English,,,,,,,,$0.00 
1,0,Cryptic Trilobite,Commander 2020,21,Near Mint,English,,,,,,,,$0.00 
1,0,Cryptolith Rite,Shadows over Innistrad,200,Near Mint,English,,,,,,,,$0.00 
1,0,Crystacean,Ikoria: Lair of Behemoths,46,Near Mint,English,,,,,,,,$0.00 
1,0,Crystal Ball,Magic 2011,203,Near Mint,English,foil,,,,,,,$0.00 
2,0,Crystal Slipper,Throne of Eldraine,119,Near Mint,English,,,,,,,,$0.00 
1,0,Crystalline Resonance,Commander 2020,31,Near Mint,English,,,,,,,,$0.00 
1,0,Culling Dais,Scars of Mirrodin,148,Near Mint,English,foil,,,,,,,$0.00 
1,0,Cultivate,Commander 2020,170,Near Mint,English,,,,,,,,$0.00 
1,0,Cultivate,Commander Legends,424,Near Mint,English,,,,,,,,$0.00 
1,0,Cultivate,Core Set 2021,177,Near Mint,English,,,,,,,,$0.00 
1,0,Cunning Survivor,Hour of Devastation,33,Near Mint,English,,,,,,,,$0.00 
1,0,Curator of Mysteries,Commander 2020,109,Near Mint,English,,,,,,,,$0.00 
1,0,Curiosity,Jumpstart,147,Near Mint,English,,,,,,,,$0.00 
1,0,Curious Herd,Commander 2020,59,Near Mint,English,,,,,,,,$0.00 
1,0,Curious Pair // Treats to Share,Throne of Eldraine,150,Near Mint,English,,,,,,,,$0.00 
1,0,Curious Pair // Treats to Share,Throne of Eldraine,296,Near Mint,English,,,,,,,,$0.00 
1,0,Curse of Bloodletting,Dark Ascension,85,Near Mint,English,,,,,,,,$0.00 
1,0,Cursed Minotaur,Amonkhet,85,Near Mint,English,,,,,,,,$0.00 
1,0,Cyclone Summoner,Kaldheim,52,Near Mint,English,,,,,,,,$0.00 
1,0,Daggerdrome Imp,Return to Ravnica,60,Near Mint,English,,,,,,,,$0.00 
1,0,Daggersail Aeronaut,Core Set 2020,133,Near Mint,English,,,,,,,,$0.00 
1,0,"Danitha Capashen, Paragon",Commander Legends,370,Near Mint,English,,,,,,,,$0.00 
1,0,"Dargo, the Shipwrecker",Commander Legends,172,Near Mint,English,foil,,,,,,,$0.00 
1,0,"Dargo, the Shipwrecker",Commander Legends,172,Near Mint,English,,,,,,,,$0.00 
1,0,Daring Fiendbonder,Commander 2020,41,Near Mint,English,,,,,,,,$0.00 
1,0,Daring Skyjek,Gatecrash,9,Near Mint,English,,,,,,,,$0.00 
1,0,Dark Revenant,Return to Ravnica,61,Near Mint,English,,,,,,,,$0.00 
1,0,Dark Ritual,Mystery Booster,611,Near Mint,English,,,,,,,,$0.00 
1,0,Darksteel Ingot,Darksteel,112,Near Mint,English,,,,,,,,$0.00 
1,0,Darksteel Ingot,Magic 2014 Core Set,207,Near Mint,English,,,,,,,,$0.00 
1,0,Darkwater Catacombs,Commander 2020,265,Near Mint,English,,,,,,,,$0.00 
1,0,Dauntless Onslaught,Jumpstart,99,Near Mint,English,,,,,,,,$0.00 
2,0,Dauntless Survivor,Zendikar Rising,184,Near Mint,English,,,,,,,,$0.00 
1,0,Dauntless Unity,Zendikar Rising,9,Near Mint,English,,,,,,,,$0.00 
1,0,"Davriel, Rogue Shadowmage",War of the Spark,83,Near Mint,English,,,,,,,,$0.00 
